"teams","pr_rnk","wins","loss","yr","conf"
"Lafayette",NA,"6","24","2016","patriot"
"Bucknell",NA,"26","9","2017","patriot"
"Lehigh",NA,"20","12","2017","patriot"
"Boston University",NA,"18","14","2017","patriot"
"Navy",NA,"16","16","2017","patriot"
"Holy Cross",NA,"15","17","2017","patriot"
"Loyola (MD)",NA,"16","17","2017","patriot"
"Colgate",NA,"10","22","2017","patriot"
"Army",NA,"13","19","2017","patriot"
"Lafayette",NA,"9","21","2017","patriot"
"American",NA,"8","22","2017","patriot"
"Bucknell",NA,"17","9","2018","patriot"
"Colgate",NA,"14","10","2018","patriot"
"Navy",NA,"17","10","2018","patriot"
"Boston University",NA,"12","13","2018","patriot"
"Lehigh",NA,"12","13","2018","patriot"
"Army",NA,"13","12","2018","patriot"
"Holy Cross",NA,"9","16","2018","patriot"
"Lafayette",NA,"8","17","2018","patriot"
"Loyola (MD)",NA,"8","17","2018","patriot"
"American",NA,"5","20","2018","patriot"
"Kentucky","17","32","4","2003","sec"
"Florida","7","25","8","2003","sec"
"Georgia",NA,"19","8","2003","sec"
"Tennessee","12","17","12","2003","sec"
"South Carolina",NA,"12","16","2003","sec"
"Vanderbilt",NA,"11","18","2003","sec"
"Mississippi State",NA,"21","10","2003","sec"
"Auburn",NA,"22","12","2003","sec"
"Louisiana State",NA,"21","11","2003","sec"
"Alabama","8","17","12","2003","sec"
"Mississippi","16","14","15","2003","sec"
"Arkansas",NA,"9","19","2003","sec"
"Kentucky","11","27","5","2004","sec"
"Florida","8","20","11","2004","sec"
"South Carolina",NA,"23","11","2004","sec"
"Vanderbilt",NA,"23","10","2004","sec"
"Georgia",NA,"16","14","2004","sec"
"Tennessee",NA,"15","14","2004","sec"
"Mississippi State",NA,"26","4","2004","sec"
"Louisiana State",NA,"18","11","2004","sec"
"Alabama",NA,"20","13","2004","sec"
"Auburn",NA,"14","14","2004","sec"
"Mississippi",NA,"13","15","2004","sec"
"Arkansas",NA,"12","16","2004","sec"
"Kentucky","9","28","6","2005","sec"
"Florida","23","24","8","2005","sec"
"Vanderbilt",NA,"20","14","2005","sec"
"South Carolina",NA,"20","13","2005","sec"
"Tennessee",NA,"14","17","2005","sec"
"Georgia",NA,"8","20","2005","sec"
"Alabama",NA,"24","8","2005","sec"
"Louisiana State",NA,"20","10","2005","sec"
"Mississippi State","12","23","11","2005","sec"
"Arkansas",NA,"18","12","2005","sec"
"Mississippi",NA,"14","17","2005","sec"
"Auburn","18","14","17","2005","sec"
"Tennessee",NA,"22","8","2006","sec"
"Florida",NA,"33","6","2006","sec"
"Kentucky",NA,"22","13","2006","sec"
"Vanderbilt","9","17","13","2006","sec"
"South Carolina",NA,"23","15","2006","sec"
"Georgia",NA,"15","15","2006","sec"
"Louisiana State",NA,"27","9","2006","sec"
"Alabama",NA,"18","13","2006","sec"
"Arkansas",NA,"22","10","2006","sec"
"Mississippi State",NA,"15","15","2006","sec"
"Auburn",NA,"12","16","2006","sec"
"Mississippi","15","14","16","2006","sec"
"Florida","1","35","5","2007","sec"
"Vanderbilt","11","22","12","2007","sec"
"Tennessee",NA,"24","11","2007","sec"
"Kentucky",NA,"22","12","2007","sec"
"Georgia",NA,"19","14","2007","sec"
"South Carolina",NA,"14","16","2007","sec"
"Mississippi State",NA,"21","14","2007","sec"
"Mississippi",NA,"21","13","2007","sec"
"Arkansas","5","21","14","2007","sec"
"Auburn","22","17","15","2007","sec"
"Alabama",NA,"20","12","2007","sec"
"Louisiana State","25","17","15","2007","sec"
"Tennessee","7","31","5","2008","sec"
"Kentucky",NA,"18","13","2008","sec"
"Vanderbilt",NA,"26","8","2008","sec"
"Florida","20","24","12","2008","sec"
"South Carolina",NA,"14","18","2008","sec"
"Georgia","19","17","17","2008","sec"
"Mississippi State",NA,"23","11","2008","sec"
"Arkansas",NA,"23","12","2008","sec"
"Mississippi",NA,"24","11","2008","sec"
"Louisiana State",NA,"13","18","2008","sec"
"Alabama",NA,"17","16","2008","sec"
"Auburn",NA,"14","16","2008","sec"
"Tennessee",NA,"21","13","2009","sec"
"South Carolina",NA,"21","10","2009","sec"
"Florida",NA,"25","11","2009","sec"
"Kentucky",NA,"22","14","2009","sec"
"Vanderbilt",NA,"19","12","2009","sec"
"Georgia",NA,"12","20","2009","sec"
"Louisiana State",NA,"27","8","2009","sec"
"Auburn","14","24","12","2009","sec"
"Mississippi State",NA,"23","13","2009","sec"
"Alabama",NA,"18","14","2009","sec"
"Mississippi",NA,"16","15","2009","sec"
"Arkansas","19","14","16","2009","sec"
"Kentucky","4","35","3","2010","sec"
"Vanderbilt",NA,"24","9","2010","sec"
"Tennessee","10","28","9","2010","sec"
"Florida",NA,"21","13","2010","sec"
"South Carolina",NA,"15","16","2010","sec"
"Georgia","18","14","17","2010","sec"
"Mississippi State",NA,"24","12","2010","sec"
"Mississippi",NA,"24","11","2010","sec"
"Arkansas",NA,"14","18","2010","sec"
"Alabama",NA,"17","15","2010","sec"
"Auburn",NA,"15","17","2010","sec"
"Louisiana State",NA,"11","20","2010","sec"
"Florida","9","29","8","2011","sec"
"Kentucky","11","29","9","2011","sec"
"Vanderbilt",NA,"23","11","2011","sec"
"Georgia",NA,"21","12","2011","sec"
"Tennessee",NA,"19","15","2011","sec"
"South Carolina",NA,"14","16","2011","sec"
"Alabama",NA,"25","12","2011","sec"
"Mississippi State","23","17","14","2011","sec"
"Mississippi",NA,"20","14","2011","sec"
"Arkansas",NA,"18","13","2011","sec"
"Auburn",NA,"11","20","2011","sec"
"Louisiana State",NA,"11","21","2011","sec"
"Kentucky","2","38","2","2012","sec"
"Florida","8","26","11","2012","sec"
"Vanderbilt","7","25","11","2012","sec"
"Tennessee",NA,"19","15","2012","sec"
"Alabama",NA,"21","12","2012","sec"
"Mississippi State",NA,"21","12","2012","sec"
"Mississippi",NA,"20","14","2012","sec"
"Louisiana State",NA,"18","15","2012","sec"
"Arkansas",NA,"18","14","2012","sec"
"Auburn",NA,"15","16","2012","sec"
"Georgia",NA,"15","17","2012","sec"
"South Carolina","19","10","21","2012","sec"
"Florida","10","29","8","2013","sec"
"Mississippi",NA,"27","9","2013","sec"
"Alabama",NA,"23","13","2013","sec"
"Kentucky",NA,"21","12","2013","sec"
"Missouri",NA,"23","11","2013","sec"
"Tennessee",NA,"20","13","2013","sec"
"Arkansas",NA,"19","13","2013","sec"
"Louisiana State",NA,"19","12","2013","sec"
"Georgia",NA,"15","17","2013","sec"
"Vanderbilt",NA,"16","17","2013","sec"
"Texas A&M",NA,"18","15","2013","sec"
"South Carolina","3","14","18","2013","sec"
"Mississippi State",NA,"10","22","2013","sec"
"Auburn","15","9","23","2013","sec"
"Florida","10","36","3","2014","sec"
"Kentucky",NA,"29","11","2014","sec"
"Georgia",NA,"20","14","2014","sec"
"Tennessee",NA,"24","13","2014","sec"
"Arkansas",NA,"22","12","2014","sec"
"Missouri",NA,"23","12","2014","sec"
"Louisiana State",NA,"20","14","2014","sec"
"Mississippi",NA,"19","14","2014","sec"
"Texas A&M",NA,"18","16","2014","sec"
"Vanderbilt","1","15","16","2014","sec"
"Alabama",NA,"13","19","2014","sec"
"Auburn",NA,"14","16","2014","sec"
"South Carolina",NA,"14","20","2014","sec"
"Mississippi State",NA,"14","19","2014","sec"
"Kentucky","1","38","1","2015","sec"
"Arkansas",NA,"27","9","2015","sec"
"Louisiana State",NA,"22","11","2015","sec"
"Georgia",NA,"21","12","2015","sec"
"Texas A&M",NA,"21","12","2015","sec"
"Mississippi",NA,"21","13","2015","sec"
"Vanderbilt",NA,"21","14","2015","sec"
"Alabama",NA,"19","15","2015","sec"
"Florida",NA,"16","17","2015","sec"
"Tennessee",NA,"16","16","2015","sec"
"South Carolina",NA,"17","16","2015","sec"
"Mississippi State",NA,"13","19","2015","sec"
"Auburn","7","15","20","2015","sec"
"Missouri",NA,"9","23","2015","sec"
"Texas A&M",NA,"28","9","2016","sec"
"Kentucky","2","27","9","2016","sec"
"South Carolina",NA,"25","9","2016","sec"
"Louisiana State",NA,"19","14","2016","sec"
"Vanderbilt",NA,"19","14","2016","sec"
"Mississippi","21","20","12","2016","sec"
"Georgia",NA,"20","14","2016","sec"
"Florida",NA,"21","15","2016","sec"
"Arkansas",NA,"16","16","2016","sec"
"Alabama",NA,"18","15","2016","sec"
"Mississippi State","18","14","17","2016","sec"
"Tennessee",NA,"15","19","2016","sec"
"Auburn",NA,"11","20","2016","sec"
"Missouri",NA,"10","21","2016","sec"
"Kentucky","2","32","6","2017","sec"
"Florida",NA,"27","9","2017","sec"
"Arkansas",NA,"26","10","2017","sec"
"South Carolina",NA,"26","11","2017","sec"
"Mississippi",NA,"22","14","2017","sec"
"Alabama",NA,"19","15","2017","sec"
"Vanderbilt",NA,"19","16","2017","sec"
"Georgia",NA,"19","15","2017","sec"
"Texas A&M",NA,"16","15","2017","sec"
"Tennessee",NA,"16","16","2017","sec"
"Auburn",NA,"18","14","2017","sec"
"Mississippi State",NA,"16","16","2017","sec"
"Louisiana State",NA,"10","21","2017","sec"
"Missouri",NA,"8","24","2017","sec"
"Auburn",NA,"22","3","2018","sec"
"Tennessee",NA,"18","6","2018","sec"
"Florida",NA,"17","8","2018","sec"
"Missouri",NA,"17","8","2018","sec"
"Alabama",NA,"16","9","2018","sec"
"Mississippi State","5","18","7","2018","sec"
"Arkansas",NA,"17","8","2018","sec"
"Kentucky",NA,"17","8","2018","sec"
"Texas A&M","25","17","8","2018","sec"
"Louisiana State","8","14","10","2018","sec"
"Georgia",NA,"13","11","2018","sec"
"South Carolina",NA,"13","12","2018","sec"
"Mississippi",NA,"11","14","2018","sec"
"Vanderbilt",NA,"9","16","2018","sec"
"Appalachian State",NA,"19","10","2003","southern"
"East Tennessee State",NA,"20","11","2003","southern"
"Davidson",NA,"17","10","2003","southern"
"Western Carolina",NA,"9","19","2003","southern"
"Virginia Military Institute",NA,"10","20","2003","southern"
"North Carolina-Greensboro",NA,"7","22","2003","southern"
"College of Charleston",NA,"25","8","2003","southern"
"Chattanooga",NA,"21","9","2003","southern"
"Georgia Southern",NA,"16","13","2003","southern"
"Wofford",NA,"14","15","2003","southern"
"Furman",NA,"14","17","2003","southern"
"Citadel",NA,"8","20","2003","southern"
"East Tennessee State",NA,"27","6","2004","southern"
"Chattanooga",NA,"19","11","2004","southern"
"Elon",NA,"12","18","2004","southern"
"North Carolina-Greensboro",NA,"11","17","2004","southern"
"Western Carolina",NA,"13","15","2004","southern"
"Appalachian State",NA,"9","21","2004","southern"
"Georgia Southern",NA,"21","8","2004","southern"
"College of Charleston",NA,"20","9","2004","southern"
"Davidson",NA,"17","12","2004","southern"
"Furman",NA,"17","12","2004","southern"
"Wofford",NA,"9","20","2004","southern"
"Citadel",NA,"6","22","2004","southern"
"Chattanooga",NA,"20","11","2005","southern"
"Appalachian State",NA,"18","12","2005","southern"
"North Carolina-Greensboro",NA,"18","12","2005","southern"
"Elon",NA,"8","23","2005","southern"
"East Tennessee State",NA,"10","19","2005","southern"
"Western Carolina",NA,"8","22","2005","southern"
"Davidson",NA,"23","9","2005","southern"
"College of Charleston",NA,"18","10","2005","southern"
"Georgia Southern",NA,"18","13","2005","southern"
"Furman",NA,"16","13","2005","southern"
"Wofford",NA,"14","14","2005","southern"
"Citadel",NA,"12","16","2005","southern"
"Elon",NA,"15","14","2006","southern"
"Chattanooga",NA,"19","13","2006","southern"
"Western Carolina",NA,"13","17","2006","southern"
"Appalachian State",NA,"14","16","2006","southern"
"North Carolina-Greensboro",NA,"12","19","2006","southern"
"Georgia Southern",NA,"20","10","2006","southern"
"Davidson",NA,"20","11","2006","southern"
"College of Charleston",NA,"17","11","2006","southern"
"Furman",NA,"15","13","2006","southern"
"Wofford",NA,"11","18","2006","southern"
"Citadel",NA,"10","21","2006","southern"
"Appalachian State",NA,"25","8","2007","southern"
"North Carolina-Greensboro",NA,"16","14","2007","southern"
"Western Carolina",NA,"11","20","2007","southern"
"Chattanooga",NA,"15","18","2007","southern"
"Elon",NA,"7","23","2007","southern"
"Davidson",NA,"29","5","2007","southern"
"College of Charleston",NA,"22","11","2007","southern"
"Furman",NA,"15","16","2007","southern"
"Georgia Southern",NA,"15","16","2007","southern"
"Wofford",NA,"10","20","2007","southern"
"Citadel",NA,"7","23","2007","southern"
"Appalachian State",NA,"18","13","2008","southern"
"Chattanooga",NA,"18","13","2008","southern"
"North Carolina-Greensboro",NA,"19","12","2008","southern"
"Elon",NA,"14","19","2008","southern"
"Western Carolina",NA,"10","21","2008","southern"
"Davidson",NA,"29","7","2008","southern"
"Georgia Southern",NA,"20","12","2008","southern"
"College of Charleston",NA,"16","17","2008","southern"
"Wofford",NA,"16","16","2008","southern"
"Furman",NA,"7","23","2008","southern"
"Citadel",NA,"6","24","2008","southern"
"Western Carolina",NA,"16","15","2009","southern"
"Chattanooga",NA,"18","17","2009","southern"
"Samford",NA,"16","16","2009","southern"
"Appalachian State",NA,"13","18","2009","southern"
"Elon",NA,"11","20","2009","southern"
"North Carolina-Greensboro","20","5","25","2009","southern"
"Davidson",NA,"27","8","2009","southern"
"College of Charleston",NA,"27","9","2009","southern"
"Citadel",NA,"20","13","2009","southern"
"Wofford",NA,"16","14","2009","southern"
"Georgia Southern",NA,"8","22","2009","southern"
"Furman",NA,"6","24","2009","southern"
"Appalachian State",NA,"24","13","2010","southern"
"Western Carolina",NA,"22","12","2010","southern"
"Chattanooga",NA,"15","18","2010","southern"
"North Carolina-Greensboro",NA,"8","23","2010","southern"
"Samford",NA,"11","20","2010","southern"
"Elon",NA,"9","23","2010","southern"
"Wofford",NA,"26","9","2010","southern"
"College of Charleston",NA,"22","12","2010","southern"
"Davidson",NA,"16","15","2010","southern"
"Citadel",NA,"16","16","2010","southern"
"Furman",NA,"13","17","2010","southern"
"Georgia Southern",NA,"9","23","2010","southern"
"Western Carolina",NA,"18","15","2011","southern"
"Chattanooga",NA,"16","16","2011","southern"
"Appalachian State",NA,"16","15","2011","southern"
"Elon",NA,"14","17","2011","southern"
"North Carolina-Greensboro",NA,"7","24","2011","southern"
"Samford",NA,"12","19","2011","southern"
"College of Charleston",NA,"26","11","2011","southern"
"Wofford",NA,"21","13","2011","southern"
"Furman",NA,"22","11","2011","southern"
"Davidson",NA,"18","15","2011","southern"
"Citadel",NA,"10","22","2011","southern"
"Georgia Southern",NA,"5","27","2011","southern"
"North Carolina-Greensboro",NA,"13","19","2012","southern"
"Elon",NA,"15","16","2012","southern"
"Western Carolina",NA,"17","18","2012","southern"
"Samford",NA,"11","19","2012","southern"
"Appalachian State",NA,"13","18","2012","southern"
"Chattanooga",NA,"11","21","2012","southern"
"Davidson",NA,"25","8","2012","southern"
"Wofford",NA,"19","14","2012","southern"
"Georgia Southern",NA,"15","15","2012","southern"
"College of Charleston",NA,"19","12","2012","southern"
"Furman",NA,"15","16","2012","southern"
"Citadel",NA,"6","24","2012","southern"
"Elon",NA,"21","12","2013","southern"
"Appalachian State",NA,"15","16","2013","southern"
"Western Carolina",NA,"14","19","2013","southern"
"Samford",NA,"11","21","2013","southern"
"Chattanooga",NA,"13","19","2013","southern"
"North Carolina-Greensboro",NA,"9","22","2013","southern"
"Davidson",NA,"26","8","2013","southern"
"College of Charleston",NA,"24","11","2013","southern"
"Georgia Southern",NA,"14","19","2013","southern"
"Wofford",NA,"13","19","2013","southern"
"Citadel",NA,"8","22","2013","southern"
"Furman",NA,"7","24","2013","southern"
"Davidson",NA,"20","13","2014","southern"
"Chattanooga",NA,"18","15","2014","southern"
"Wofford",NA,"20","13","2014","southern"
"Elon",NA,"18","14","2014","southern"
"Western Carolina",NA,"19","15","2014","southern"
"North Carolina-Greensboro",NA,"14","18","2014","southern"
"Georgia Southern",NA,"15","19","2014","southern"
"Samford",NA,"13","20","2014","southern"
"Appalachian State",NA,"9","21","2014","southern"
"Furman",NA,"9","21","2014","southern"
"Citadel",NA,"7","26","2014","southern"
"Wofford",NA,"28","7","2015","southern"
"Chattanooga",NA,"22","10","2015","southern"
"Mercer",NA,"19","16","2015","southern"
"Western Carolina",NA,"15","17","2015","southern"
"East Tennessee State",NA,"16","14","2015","southern"
"Virginia Military Institute",NA,"11","19","2015","southern"
"Samford",NA,"13","19","2015","southern"
"Citadel",NA,"11","19","2015","southern"
"North Carolina-Greensboro",NA,"11","22","2015","southern"
"Furman",NA,"11","22","2015","southern"
"Chattanooga",NA,"29","6","2016","southern"
"East Tennessee State",NA,"24","12","2016","southern"
"Furman",NA,"19","16","2016","southern"
"Wofford",NA,"15","17","2016","southern"
"Western Carolina",NA,"16","18","2016","southern"
"North Carolina-Greensboro",NA,"15","19","2016","southern"
"Mercer",NA,"19","15","2016","southern"
"Samford",NA,"14","19","2016","southern"
"Virginia Military Institute",NA,"9","21","2016","southern"
"Citadel",NA,"10","22","2016","southern"
"East Tennessee State",NA,"27","8","2017","southern"
"North Carolina-Greensboro",NA,"25","10","2017","southern"
"Furman",NA,"23","12","2017","southern"
"Chattanooga",NA,"19","12","2017","southern"
"Wofford",NA,"16","17","2017","southern"
"Mercer",NA,"15","17","2017","southern"
"Samford",NA,"20","16","2017","southern"
"Citadel",NA,"12","21","2017","southern"
"Western Carolina",NA,"9","23","2017","southern"
"Virginia Military Institute",NA,"6","24","2017","southern"
"East Tennessee State",NA,"22","4","2018","southern"
"North Carolina-Greensboro",NA,"19","6","2018","southern"
"Furman",NA,"17","9","2018","southern"
"Wofford",NA,"17","9","2018","southern"
"Western Carolina",NA,"12","14","2018","southern"
"Mercer",NA,"12","13","2018","southern"
"Samford",NA,"9","18","2018","southern"
"Citadel",NA,"9","16","2018","southern"
"Chattanooga",NA,"9","18","2018","southern"
"Virginia Military Institute",NA,"7","17","2018","southern"
"Sam Houston State",NA,"23","7","2003","southland"
"Stephen F. Austin",NA,"21","8","2003","southland"
"Texas-Arlington",NA,"16","13","2003","southland"
"Texas State",NA,"17","12","2003","southland"
"McNeese State",NA,"15","14","2003","southland"
"Lamar",NA,"13","14","2003","southland"
"Louisiana-Monroe",NA,"12","16","2003","southland"
"Southeastern Louisiana",NA,"11","16","2003","southland"
"Texas-San Antonio",NA,"10","17","2003","southland"
"Northwestern State",NA,"6","21","2003","southland"
"Nicholls State",NA,"3","25","2003","southland"
"Southeastern Louisiana",NA,"20","9","2004","southland"
"Texas-Arlington",NA,"17","12","2004","southland"
"Texas-San Antonio",NA,"19","14","2004","southland"
"Stephen F. Austin",NA,"21","9","2004","southland"
"Sam Houston State",NA,"13","15","2004","southland"
"Texas State",NA,"13","15","2004","southland"
"Northwestern State",NA,"11","17","2004","southland"
"Louisiana-Monroe",NA,"12","19","2004","southland"
"McNeese State",NA,"11","16","2004","southland"
"Lamar",NA,"11","18","2004","southland"
"Nicholls State",NA,"6","21","2004","southland"
"Southeastern Louisiana",NA,"24","9","2005","southland"
"Northwestern State",NA,"21","12","2005","southland"
"Sam Houston State",NA,"18","12","2005","southland"
"Texas-San Antonio",NA,"15","13","2005","southland"
"Lamar",NA,"18","11","2005","southland"
"Texas State",NA,"14","14","2005","southland"
"McNeese State",NA,"13","15","2005","southland"
"Texas-Arlington",NA,"13","15","2005","southland"
"Stephen F. Austin",NA,"12","15","2005","southland"
"Louisiana-Monroe",NA,"8","19","2005","southland"
"Nicholls State",NA,"6","21","2005","southland"
"Northwestern State",NA,"26","8","2006","southland"
"Sam Houston State",NA,"22","9","2006","southland"
"Southeastern Louisiana",NA,"16","12","2006","southland"
"Stephen F. Austin",NA,"17","12","2006","southland"
"Lamar",NA,"17","14","2006","southland"
"McNeese State",NA,"14","14","2006","southland"
"Texas-Arlington",NA,"14","16","2006","southland"
"Texas-San Antonio",NA,"11","17","2006","southland"
"Louisiana-Monroe",NA,"10","18","2006","southland"
"Nicholls State",NA,"9","18","2006","southland"
"Texas State",NA,"3","24","2006","southland"
"Northwestern State",NA,"17","15","2007","southland"
"McNeese State",NA,"15","17","2007","southland"
"Southeastern Louisiana",NA,"16","14","2007","southland"
"Lamar",NA,"15","17","2007","southland"
"Nicholls State",NA,"8","22","2007","southland"
"Central Arkansas-nm",NA,"10","20","2007","southland"
"Texas A&M-Corpus Christi",NA,"26","7","2007","southland"
"Sam Houston State",NA,"21","10","2007","southland"
"Stephen F. Austin",NA,"15","14","2007","southland"
"Texas-Arlington",NA,"13","17","2007","southland"
"Texas State",NA,"9","20","2007","southland"
"Texas-San Antonio",NA,"7","22","2007","southland"
"Lamar",NA,"19","11","2008","southland"
"Southeastern Louisiana",NA,"17","13","2008","southland"
"Northwestern State",NA,"15","18","2008","southland"
"McNeese State",NA,"13","16","2008","southland"
"Nicholls State",NA,"10","21","2008","southland"
"Central Arkansas-nm",NA,"14","16","2008","southland"
"Stephen F. Austin",NA,"26","6","2008","southland"
"Sam Houston State",NA,"23","8","2008","southland"
"Texas-Arlington",NA,"21","12","2008","southland"
"Texas-San Antonio",NA,"13","17","2008","southland"
"Texas State",NA,"13","16","2008","southland"
"Texas A&M-Corpus Christi",NA,"9","20","2008","southland"
"Stephen F. Austin",NA,"24","8","2009","southland"
"Nicholls State",NA,"20","11","2009","southland"
"Southeastern Louisiana",NA,"13","17","2009","southland"
"McNeese State",NA,"11","18","2009","southland"
"Northwestern State",NA,"11","20","2009","southland"
"Central Arkansas-nm",NA,"10","19","2009","southland"
"Sam Houston State",NA,"18","12","2009","southland"
"Texas A&M-Corpus Christi",NA,"18","15","2009","southland"
"Texas-Arlington",NA,"16","14","2009","southland"
"Texas-San Antonio",NA,"19","13","2009","southland"
"Texas State",NA,"14","16","2009","southland"
"Lamar",NA,"15","15","2009","southland"
"Stephen F. Austin",NA,"23","9","2010","southland"
"Southeastern Louisiana",NA,"19","12","2010","southland"
"Nicholls State",NA,"11","19","2010","southland"
"Northwestern State",NA,"10","19","2010","southland"
"McNeese State",NA,"10","20","2010","southland"
"Central Arkansas-nm",NA,"9","21","2010","southland"
"Sam Houston State",NA,"25","8","2010","southland"
"Texas A&M-Corpus Christi",NA,"17","15","2010","southland"
"Texas State",NA,"15","16","2010","southland"
"Texas-San Antonio",NA,"19","11","2010","southland"
"Texas-Arlington",NA,"16","14","2010","southland"
"Lamar",NA,"14","18","2010","southland"
"McNeese State",NA,"21","12","2011","southland"
"Northwestern State",NA,"18","14","2011","southland"
"Southeastern Louisiana",NA,"15","14","2011","southland"
"Nicholls State",NA,"14","14","2011","southland"
"Lamar",NA,"13","17","2011","southland"
"Central Arkansas",NA,"5","24","2011","southland"
"Sam Houston State",NA,"18","13","2011","southland"
"Texas State",NA,"16","16","2011","southland"
"Stephen F. Austin",NA,"18","11","2011","southland"
"Texas-San Antonio",NA,"20","14","2011","southland"
"Texas-Arlington",NA,"13","16","2011","southland"
"Texas A&M-Corpus Christi",NA,"10","21","2011","southland"
"Lamar",NA,"23","12","2012","southland"
"McNeese State",NA,"17","16","2012","southland"
"Northwestern State",NA,"16","16","2012","southland"
"Nicholls State",NA,"10","20","2012","southland"
"Southeastern Louisiana",NA,"12","17","2012","southland"
"Central Arkansas",NA,"8","21","2012","southland"
"Texas-Arlington",NA,"24","9","2012","southland"
"Stephen F. Austin",NA,"20","12","2012","southland"
"Texas-San Antonio",NA,"18","14","2012","southland"
"Sam Houston State",NA,"13","19","2012","southland"
"Texas State",NA,"13","17","2012","southland"
"Texas A&M-Corpus Christi",NA,"6","24","2012","southland"
"Stephen F. Austin",NA,"27","5","2013","southland"
"Northwestern State",NA,"23","9","2013","southland"
"Oral Roberts",NA,"20","15","2013","southland"
"Southeastern Louisiana",NA,"13","18","2013","southland"
"Sam Houston State",NA,"17","17","2013","southland"
"Nicholls State",NA,"9","21","2013","southland"
"McNeese State",NA,"14","17","2013","southland"
"Central Arkansas",NA,"13","17","2013","southland"
"Texas A&M-Corpus Christi",NA,"6","23","2013","southland"
"Lamar",NA,"3","28","2013","southland"
"Stephen F. Austin",NA,"32","3","2014","southland"
"Texas A&M-Corpus Christi",NA,"18","16","2014","southland"
"Sam Houston State",NA,"24","11","2014","southland"
"Northwestern State",NA,"17","14","2014","southland"
"Incarnate Word",NA,"21","6","2014","southland"
"Oral Roberts",NA,"17","16","2014","southland"
"Nicholls State",NA,"14","15","2014","southland"
"McNeese State",NA,"11","20","2014","southland"
"New Orleans",NA,"11","15","2014","southland"
"Southeastern Louisiana",NA,"12","18","2014","southland"
"Central Arkansas",NA,"8","21","2014","southland"
"Lamar",NA,"4","26","2014","southland"
"Abilene Christian",NA,"11","20","2014","southland"
"Houston Baptist",NA,"6","25","2014","southland"
"Stephen F. Austin",NA,"29","5","2015","southland"
"Sam Houston State",NA,"26","9","2015","southland"
"Northwestern State",NA,"19","13","2015","southland"
"Texas A&M-Corpus Christi",NA,"20","14","2015","southland"
"Incarnate Word",NA,"18","11","2015","southland"
"Lamar",NA,"15","15","2015","southland"
"McNeese State",NA,"15","16","2015","southland"
"Houston Baptist",NA,"12","16","2015","southland"
"Nicholls State",NA,"10","19","2015","southland"
"New Orleans",NA,"11","18","2015","southland"
"Southeastern Louisiana",NA,"9","23","2015","southland"
"Abilene Christian",NA,"10","21","2015","southland"
"Central Arkansas",NA,"2","27","2015","southland"
"Stephen F. Austin",NA,"28","6","2016","southland"
"Texas A&M-Corpus Christi",NA,"25","8","2016","southland"
"Incarnate Word",NA,"17","12","2016","southland"
"Sam Houston State",NA,"18","16","2016","southland"
"Houston Baptist",NA,"17","17","2016","southland"
"Southeastern Louisiana",NA,"12","21","2016","southland"
"Abilene Christian",NA,"13","18","2016","southland"
"McNeese State",NA,"9","20","2016","southland"
"New Orleans",NA,"10","20","2016","southland"
"Nicholls State",NA,"11","23","2016","southland"
"Central Arkansas",NA,"7","21","2016","southland"
"Northwestern State",NA,"8","20","2016","southland"
"Lamar",NA,"11","19","2016","southland"
"New Orleans",NA,"20","12","2017","southland"
"Texas A&M-Corpus Christi",NA,"24","12","2017","southland"
"Houston Baptist",NA,"17","14","2017","southland"
"Stephen F. Austin",NA,"18","15","2017","southland"
"Sam Houston State",NA,"21","13","2017","southland"
"Lamar",NA,"19","15","2017","southland"
"Southeastern Louisiana",NA,"16","16","2017","southland"
"Nicholls State",NA,"14","17","2017","southland"
"Abilene Christian",NA,"13","16","2017","southland"
"Northwestern State",NA,"13","16","2017","southland"
"Incarnate Word",NA,"12","17","2017","southland"
"Central Arkansas",NA,"8","24","2017","southland"
"McNeese State",NA,"7","22","2017","southland"
"Nicholls State",NA,"16","9","2018","southland"
"Sam Houston State",NA,"16","10","2018","southland"
"Southeastern Louisiana",NA,"16","10","2018","southland"
"New Orleans",NA,"13","11","2018","southland"
"Stephen F. Austin",NA,"20","5","2018","southland"
"Central Arkansas",NA,"13","12","2018","southland"
"Abilene Christian",NA,"15","11","2018","southland"
"Lamar",NA,"15","11","2018","southland"
"McNeese State",NA,"9","14","2018","southland"
"Texas A&M-Corpus Christi",NA,"8","14","2018","southland"
"Houston Baptist",NA,"5","20","2018","southland"
"Incarnate Word",NA,"5","17","2018","southland"
"Northwestern State",NA,"3","21","2018","southland"
"Oral Roberts",NA,"24","9","2008","summit"
"IUPUI",NA,"26","7","2008","summit"
"Oakland",NA,"17","14","2008","summit"
"North Dakota State-nm",NA,"16","13","2008","summit"
"Southern Utah",NA,"11","19","2008","summit"
"IPFW",NA,"13","18","2008","summit"
"Western Illinois",NA,"12","18","2008","summit"
"Missouri-Kansas City",NA,"11","21","2008","summit"
"Centenary (LA)",NA,"10","21","2008","summit"
"South Dakota State-nm",NA,"8","21","2008","summit"
"North Dakota State",NA,"26","7","2009","summit"
"Oral Roberts",NA,"16","15","2009","summit"
"Oakland",NA,"23","13","2009","summit"
"IUPUI",NA,"16","14","2009","summit"
"Southern Utah",NA,"11","20","2009","summit"
"IPFW",NA,"13","17","2009","summit"
"South Dakota State",NA,"13","20","2009","summit"
